	review_date	knowledge_rating	specialty	doctor_name	city	review_count	scheduling_rating	review	staff_rating	wait_time	state	individual_rating	overall_rating	helpfulness_rating
10	Apr 15, 2019	4	Interventional Cardiology	Dr. Gerardo Kalife	Houston,	13	4	excellent  doctor  	5	10 – 15 minutes	TX	5	4.7	5
11	Sep 11, 2018	4	Interventional Cardiology	Dr. Gerardo Kalife	Houston,	13	4	He is the best. Would highly recommend him to everyone	5	10 – 15 minutes	TX	5	4.7	5
12	Aug 30, 2018	4	Interventional Cardiology	Dr. Gerardo Kalife	Houston,	13	4	Doctor Kalife has always taken the time to listen to me when I am explaining my problems. He never interrupts me when I am talking or asking a question. He ex planes his procedures clearly in a way that I fully understand what to expect when the procedure is completed.  I would recommend him to family and friends.	5	10 – 15 minutes	TX	5	4.7	5
13	Oct 25, 2017	4	Interventional Cardiology	Dr. Gerardo Kalife	Houston,	13	4	Dr. Kalife provides knowledgeable and compassionate care for his patients.  I never feel rushed and he is very respectful with his patients.  I highly recommend him!!	5	10 – 15 minutes	TX	5	4.7	5
14	Sep 11, 2016	4	Interventional Cardiology	Dr. Gerardo Kalife	Houston,	13	4	Great Doctor, cares for his patients	5	10 – 15 minutes	TX	5	4.7	5
15	May 15, 2018	5	Internal Medicine	Dr. Ola Adams	Houston,	2	5	I loved the way she’s very attentive to what ever health problems I was having, having my best interest to solving them.	5	Under 10 minutes	TX	5	5.0	5
16	Feb 07, 2018	5	Internal Medicine	Dr. Ola Adams	Houston,	2	5	I love Dr.Adams! Very caring and genuine.  	5	Under 10 minutes	TX	5	5.0	5
17	Apr 20, 2019	5	Internal Medicine	Dr. Mariette Pierre	Houston,	21	5	It was great. I had told her about a dry cough I have been having for about three months and I don't know why. So she explained to me what it could be coming from. So she prescribed me some medicine. I took it the first day and I have not been coughing I guess what she told me was so. Thank you so much doctor Pierre you are an angel sent from heaven because I thought what I had was going to be more serious. I'm glad I have you for a doctor.	5	Under 10 minutes	TX	5	5.0	5
18	Feb 18, 2019	5	Internal Medicine	Dr. Mariette Pierre	Houston,	21	5	"This was my first  visit with Dr. Pierre. 

She was very pleasant, it was as if she already knew me.

There were no long wait times and I was not left in the exam room for an extended amount of time.  

I think I've found the best Dr for me."	5	Under 10 minutes	TX	5	5.0	5
19	Feb 06, 2019	5	Internal Medicine	Dr. Mariette Pierre	Houston,	21	5	She very understanding easy to talk with	5	Under 10 minutes	TX	5	5.0	5
20	Jan 16, 2019	5	Internal Medicine	Dr. Mariette Pierre	Houston,	21	5	"My dad has been going to Dr. Pierre for years!!! Now that he's almost ninety two years old I have to accompany him when he visits. She has a great bedside manner and goes the extra mile for her patients. I highly recommend her.
"	5	Under 10 minutes	TX	5	5.0	5
21	Dec 07, 2018	5	Internal Medicine	Dr. Mariette Pierre	Houston,	21	5	Excellent doctor 	5	Under 10 minutes	TX	5	5.0	5
22	Nov 08, 2018	5	Internal Medicine	Dr. Mariette Pierre	Houston,	21	5	"Dr Pierre is kind, patient, professional, personable, takes time during office visits, is an excellent listener and goes above and beyond for her patients.

I feel very fortunate to have her as one of my physicians."	5	Under 10 minutes	TX	5	5.0	5
23	Oct 23, 2018	5	Internal Medicine	Dr. Mariette Pierre	Houston,	21	5	Went yesterday to ask about flu shot.  Within 5 minutes it was done and I was on my way.	5	Under 10 minutes	TX	5	5.0	5
24	Apr 07, 2017	5	Internal Medicine	Dr. Mariette Pierre	Houston,	21	5	Dr. Pierre and her staff are pleasant and professional.	5	Under 10 minutes	TX	5	5.0	5
25	Jun 15, 2016	5	Internal Medicine	Dr. Mariette Pierre	Houston,	21	5	"Dr. Pierre has been my family doctor for about 5 years.  She listens attentively and makes certain that my family has what we need medically.  She is friendly, and gets to know you personally as well as medically. 
"	5	Under 10 minutes	TX	5	5.0	5
26	Nov 30, 2017	5	Internal Medicine	Dr. Keith Aldinger	Houston,	13	5	"Dr.Aldinger has been my physician for over twenty years.  He has seen me through heart attacks;
heart surgery per his recommended surgeon; diabetes; veins that were closing; etc.  Now at
age 75 my health is very acceptable for this age.   There are very few things that I can not do.
I have recommended him to other friends and family members who have found him to be an
excellent, caring physician. I am saddened now as he is moving on due to federal regulations
& do not have the ins. for new site."	5	Under 10 minutes	TX	5	5.0	5
27	Oct 22, 2017	5	Internal Medicine	Dr. Keith Aldinger	Houston,	13	5	He is quiet & unassuming in manner so you must be proactive for your own questions. There is nothing I feel I could not tell him & it is easy to be completely honest with him. I wish there was more time to ask questions & for him to answer. I hope his new practice will make his life easier because he is so knowledgeable & is just the nicest man in the world! My husband & I have been patients for 19+ years, and he has helped us with many & varied concerns.Calls barck as late as 730pm-hard worker!	5	Under 10 minutes	TX	5	5.0	5
28	Jun 28, 2016	5	Internal Medicine	Dr. Keith Aldinger	Houston,	13	5	For the past 30 years Dr. Aldinger has supported the health needs of my friends, family & of course myself. Everything positive about medicine and the patient/Doctor relationship has been my experience with Dr. Aldinger over this period of time. His humane and dedicated response to his patient's needs does not exist in the majority of today's practices. His priority is to his patients- period. How refreshing and rare.	5	Under 10 minutes	TX	5	5.0	5
29	Apr 03, 2018	5	Internal Medicine	Dr. Carol Strickland	Houston,	20	5	Dr. Strickland is thorough, intelligent, and has terrific bedside manner! I couldn't recommend her more - very much worth the wait.	4	10 – 15 minutes	TX	5	4.8	5
30	Jan 10, 2018	5	Internal Medicine	Dr. Carol Strickland	Houston,	20	5	Dr. Strickland has served as my PCP for several years now, and she is a very good listener and tuned in to her patients' needs.  I never feel rushed. She communicates well. I hope she doesn't retire soon.	4	10 – 15 minutes	TX	5	4.8	5
31	Jun 06, 2017	5	Internal Medicine	Dr. Carol Strickland	Houston,	20	5	Would not set appt with new patient because I do not have employer based insurance.  	4	10 – 15 minutes	TX	1	4.8	5
32	Dec 15, 2016	5	Internal Medicine	Dr. Carol Strickland	Houston,	20	5	I feel blessed to have Dr. Strickland as my PCP. She's very knowledgeable and attentive. She doesn't rush you to get to her next patient. She listens and is understanding. 	4	10 – 15 minutes	TX	5	4.8	5
33	Dec 21, 2015	5	Internal Medicine	Dr. Carol Strickland	Houston,	20	5	My experiences with receiving services from Dr. Strickland have been very positive.  She has excellent knowledge and clinical skills, is very thorough and highly professional.  I feel comfortable asking questions and discussing any concerns I might have about my health.  I would recommend  her to others in need of good medical care.  I think very highly of her and am glad to have her as my PCP.	4	10 – 15 minutes	TX	5	4.8	5
34	Jul 19, 2016	5	Internal Medicine	Dr. Herman Lapin	Houston,	1	5	I used Dr. Lapin for years and always he was great.  I wish I still lived close enough to be treated by him. 	5	Under 10 minutes	TX	5	5.0	5
35	Apr 17, 2018	5	Internal Medicine	Dr. Harold Selzman	Houston,	2	5	A very caring and meticulous doctor. He really listens to the patient and hears what they say.	5	10 – 15 minutes	TX	5	5.0	5
36	Apr 13, 2017	5	Internal Medicine	Dr. Anuradha Aparasu	Houston,	5	5	Dr Aparasu is efficient, empathetic and very thorough. She alerted us to the fact that a mass had been found via a CT scan, when the initial hospital didn't. If it were not for the actions of Dr Aparasu, my husband's lung cancer would not have been found at such an early stage, and the outcome may have been grim. We are forever grateful to her for her service and highly recommend her to any potential clients.	4	10 – 15 minutes	TX	5	5.0	5
37	May 04, 2019	5	Cardiology	Dr. Juan Rozo	Pasadena,	23	5	Dr. Rozó is an excellent physician, he is very thorough in explaining his findings. The fact that he speaks Spanish makes me comfortable. 	4	10 – 15 minutes	TX	5	4.8	5
38	Apr 17, 2019	5	Cardiology	Dr. Juan Rozo	Pasadena,	23	5	"Very serious doctor, which is exactly what I was looking for in a new Cardiologist for me. 

Staff is very helpful as well, accommodated my needs well. "	4	10 – 15 minutes	TX	4	4.8	5
39	Mar 03, 2019	5	Cardiology	Dr. Juan Rozo	Pasadena,	23	5	Very fast on appt. time!	4	10 – 15 minutes	TX	5	4.8	5
40	Dec 04, 2018	5	Cardiology	Dr. Juan Rozo	Pasadena,	23	5	Fit me into the schedule and expedited ordering needed tests to help me with my work schedule.  Very pleased with follow up visit.  He explains everything in detail and spends the necessary time with you.  	4	10 – 15 minutes	TX	5	4.8	5
41	Jan 31, 2018	5	Cardiology	Dr. Juan Rozo	Pasadena,	23	5	Very personable and understandable. Appreciate his time to explain procedures so that knew exactly what to expect. 	4	10 – 15 minutes	TX	5	4.8	5
42	Jan 03, 2018	5	Cardiology	Dr. Juan Rozo	Pasadena,	23	5	I found Dr. Rozo to not only be very competent but also extremely thorough in explaining to the patient his approach to diagnosis and remedy. 	4	10 – 15 minutes	TX	5	4.8	5
43	Jun 27, 2017	5	Cardiology	Dr. Juan Rozo	Pasadena,	23	5	My wife and I feel blessed to have found Dr. Rozo, we moved from the New Braunfels area back to La Porte and needed a cardiologist like the one we had in New Braunfels. Well Dr. Rozo more than met our expectations. We love the way he takes care of us and feels he thinks of us as friends not just patents, he takes the time to explain things to the point we feel extremely comfortable when we leave the office. His staff is the best they take the same care as the Doctor. VERRY HAPPY AND HEALTHY.	4	10 – 15 minutes	TX	5	4.8	5
44	May 09, 2017	5	Cardiology	Dr. Juan Rozo	Pasadena,	23	5	I have seen Dr. Rozo for about 2 years.  I am very happy with his office staff & Dr. Rozo's ability to make a patient feel at ease & comfortable.  All messages have been replied to in quick manner & professionally.	4	10 – 15 minutes	TX	5	4.8	5
45	Jan 22, 2017	5	Cardiology	Dr. Juan Rozo	Pasadena,	23	5	I have been using Cardiology Specialists of Houston since 2001. Dr Rozo has been my cardiologist since about 2007. He is very thorough and explains things in terms that are understandable. I recommend Dr Rozo very highly.	4	10 – 15 minutes	TX	5	4.8	5
46	Nov 01, 2016	5	Cardiology	Dr. Juan Rozo	Pasadena,	23	5	I don't have a problem with the doctor. I've had only one appointment. My problem is with scheduling the requested tests. After a month, I had to call the office and say, hey, I'm supposed to have this test. A week later, I had to call back, can we get this test scheduled? A week before the test, they call me and we have to reschedule. I reschedule that one myself due to work. Today, they call and, oh, they aren't doing that test on Thursday after all, we need to reschedule. 3 months.	5	10 – 15 minutes	TX	2	4.8	5
47	Jun 27, 2017	5	Internal Medicine	Dr. Jorge Betanco	San Antonio,	1	5	Awesome, funny doctor. Definitely recommend	5	10 – 15 minutes	TX	5	5.0	5
48	May 06, 2019	4	Interventional Cardiology	Dr. Gerardo Kalife	Houston,	13	4	Very caring and in touch with your needs. I would and have highly recommended him.	5	10 – 15 minutes	TX	5	4.7	5
49	Apr 24, 2019	4	Interventional Cardiology	Dr. Gerardo Kalife	Houston,	13	4	Our family loves Dr. Kalife and would/have recommended him to numerous people.  My parents are in their mid and early nineties so putting them into the car and up to his office only to be told that our appointment had been changed is very upsetting.  We have had the same problem in the last several visits.  I am not sure if it is a problem with this site or the doctors office.  I finally found out yesterday that he doesn’t even take morning appts.  I tried for three days to reach his office to set an appt verbally but finally resorted to this site.  I received a confirmation text that my mother’s appointment was at 11:45 am.  I had to take off work to take her only to find out someone changed the appt to 4pm.  Who changes appts without notifying the patient???? Again, I was very unhappy and actually had to show the front receptionist my phone as proof noting the confirmation I received showing an 11:45 am appointment.  Someone needs to work on the site to remove the morning options.	5	10 – 15 minutes	TX	5	4.7	5
50	Apr 15, 2019	4	Interventional Cardiology	Dr. Gerardo Kalife	Houston,	13	4	excellent  doctor  	5	10 – 15 minutes	TX	5	4.7	5
51	Sep 11, 2018	4	Interventional Cardiology	Dr. Gerardo Kalife	Houston,	13	4	He is the best. Would highly recommend him to everyone	5	10 – 15 minutes	TX	5	4.7	5
52	Aug 30, 2018	4	Interventional Cardiology	Dr. Gerardo Kalife	Houston,	13	4	Doctor Kalife has always taken the time to listen to me when I am explaining my problems. He never interrupts me when I am talking or asking a question. He ex planes his procedures clearly in a way that I fully understand what to expect when the procedure is completed.  I would recommend him to family and friends.	5	10 – 15 minutes	TX	5	4.7	5
53	Oct 25, 2017	4	Interventional Cardiology	Dr. Gerardo Kalife	Houston,	13	4	Dr. Kalife provides knowledgeable and compassionate care for his patients.  I never feel rushed and he is very respectful with his patients.  I highly recommend him!!	None	None	TX	5	4.7	5
54	Sep 11, 2016	4	Interventional Cardiology	Dr. Gerardo Kalife	Houston,	13	4	Great Doctor, cares for his patients	None	None	TX	5	4.7	5
55	None	None	Internal Medicine	Dr. Rashid Khan	Houston,	1	None	None	None	None	TX	None	4.0	None
56	None	None	Internal Medicine	Dr. Anh Dang	Jersey Village,	1	None	None	None	None	TX	None	5.0	None
57	None	None	Internal Medicine	Dr. Levi Perry Sr	Houston,	1	None	None	4	16 – 30 minutes	TX	None	5.0	None
58	None	None	Internal Medicine	Dr. Timothy Nguyen	Houston,	1	None	None	None	None	TX	None	5.0	None
59	Apr 14, 2016	4	Internal Medicine	Dr. Chok Lee	Houston,	6	4	His staff is not professional especially his wife.She is rude,however she can be put in place.I have never seen a nurse assistant always taking back to her boss.His staff represents him,They need people skills training.	None	None	TX	3	4.3	4
60	None	None	Internal Medicine	Dr. Alicia Bordon	Houston,	10	None	None	5	Under 10 minutes	TX	None	3.7	None
61	None	None	Internal Medicine	Dr. Penny Jaffe	Houston,	2	None	None	4	10 – 15 minutes	TX	None	4.0	None
62	Apr 06, 2016	3	General Medical Practice	Dr. John Mohney	Houston,	5	5	Dr. Money is an excellent doctor that takes time to get to know me, what I need. Excellent bedside manners!  I've been looking for a doctor like him for a long, long time!	4	10 – 15 minutes	TX	5	3.4	3
63	Dec 07, 2016	4	Internal Medicine	Dr. Allison Blazek	Houston,	14	4	Dr. Blazek is the doctor you've always dreamed of, but never thought existed in real life. She is absolutely professional, knowledgeable, thorough, friendly, courteous, and she listens to you! Highly recommended.	4	10 – 15 minutes	TX	5	4.7	4
64	Nov 02, 2016	4	Internal Medicine	Dr. Allison Blazek	Houston,	14	4	"I feel like Dr. Blazek really cares about me personally.  She is easy to talk to and
will ""go the distance"" for her clients."	None	None	TX	5	4.7	4
65	Sep 10, 2016	4	Internal Medicine	Dr. Allison Blazek	Houston,	14	4	She used to care about her patients. But now, she cares more about making money off of her Medical Home Fee. I tried making an appointment today, to return to her practice after over a year. I was told I owed over $400. This was for a new Medical Home Fee and BACK fees!! She didn't care that I was just in the ER the night before with blood pressure at 190/118, and no previous history of high blood pressure. She WOULD NOT see me today unless this was paid.	4	31 – 45 minutes	TX	1	4.7	4
66	None	None	Internal Medicine	Dr. Wendy Laborie	Houston,	4	None	None	None	None	TX	None	4.0	None
67	Mar 15, 2017	3	Internal Medicine	Dr. Nilda Colon-Rivera	Houston,	4	2	"I was a patient for a time through Harris Health. This was one of the worst doctors I've ever seen. I had to stop taking my RA medication due to pregnancy.  I was experiencing debilitating symptoms in my shoulders. Her response was, ""People with RA don't have problems with their shoulders."" I was stunned, really. I don't know what her problem was. I was requesting cortisone injections, which she would not do. I now have a good rheumatologist who doesn't tell me what symptoms I should have."	4	16 – 30 minutes	TX	1	3.0	3
68	None	None	Medical Oncology	Dr. Arthur Hamberger	Houston,	1	None	None	3	16 – 30 minutes	TX	None	5.0	None
69	Apr 06, 2019	3	Internal Medicine	Dr. Floyd Luckett III	Houston,	13	4	I Love Dr. Luckett. He is Old School, Straight Up, Honest, Thorough Physician. My Husband and I both go to Dr. Luckett, and Highly Recommend Him!!!	3	16 – 30 minutes	TX	5	3.8	3
70	Sep 10, 2018	4	Internal Medicine	Dr. Luda Kamenetsky	Houston,	17	3	Dr Kamenetsky is knowledgeable and thorough, doesn't rush you through visits, answers all your questions and has great bedside manner. The wait is never long. 	3	16 – 30 minutes	TX	5	3.7	4
71	Oct 14, 2017	4	Internal Medicine	Dr. Luda Kamenetsky	Houston,	17	3	The office staff is the worst I have ever had displeasure to deal with. I was in the office on October 6, 2017 and had an EKG done. I was promised that the office would call that same day with the results, as soon as Dr. Kamenetsky reviews it. This never happened. Yesterday, I called the nurse and left a message asking her to call me with the result. The recorded message said that the nurse would get back with me within 24 hours. This did not happen either. I will, probably, change the doctor.	3	16 – 30 minutes	TX	2	3.7	4
72	Mar 04, 2017	4	Internal Medicine	Dr. Luda Kamenetsky	Houston,	17	3	Love Dr. K! She's so sweet & always understands my situation! Idk how anyone can ever dislike her.	3	16 – 30 minutes	TX	5	3.7	4
73	Feb 21, 2017	4	Internal Medicine	Dr. Luda Kamenetsky	Houston,	17	3	I had a death in the family this past weekend and because things were out of my control and could not make my appointment this week, she is letting me go without my diabetes medication.  I have been on these medications for over 10 years.  Her rude nurse who can barely speak proper English told me that was my responsibility about my medicine and the doctor needs to worry about her liability.  I don't see how a diabetic going without medications is more of a liability than calling in a partial re	3	16 – 30 minutes	TX	1	3.7	4
74	Sep 20, 2016	4	Internal Medicine	Dr. Luda Kamenetsky	Houston,	17	3	The office and times , and staff is great. However, I was diagnosed with Anemia at the hospital because I came to this office and I was never given the appropriate care to treat numbness, tingling sensation, feeling tired and chest pain. I was told I needed to stop running. While it only took a blood test. This lead for me to be in the hospital for a day, get a blood transfusion, and not trust doctors. Make sure if you feel something you get acknowledge for.  	5	Under 10 minutes	TX	1	3.7	4
75	Apr 05, 2016	4	Internal Medicine	Dr. Luda Kamenetsky	Houston,	17	3	She doesn't work well with difficult cases. Her bedside manner is professional but stiff. Her office staff is not very friendly at all. When you have to schedule an appointment, and the doctor cancels on you, they have no mercy. We ended up leaving to go to Diabetes America, which was a much better option for us.	5	Under 10 minutes	TX	2	3.7	4
76	May 29, 2019	5	Interventional Cardiology	Dr. Stefano Sdringola-Maranga	Humble,	40	5	He is a very good doctor	5	Under 10 minutes	TX	5	4.9	5
77	Mar 30, 2019	5	Interventional Cardiology	Dr. Stefano Sdringola-Maranga	Humble,	40	5	Dr Sdringola saved my life!  He is engaging, a great listener, & wants to help you live longer for yourself & your family.  He is a Preventive Cardiologist, with a goal to keep you from ever needing heart surgery.  He is my friend.	5	Under 10 minutes	TX	5	4.9	5
78	Oct 26, 2018	5	Interventional Cardiology	Dr. Stefano Sdringola-Maranga	Humble,	40	5	Takes time explains things & even answered some questions more than once.  He is very thorough.  You can talk to him like real person.  Discuss things, he won't tell you everything you want to hear but you should listen to him.   He is Kind, caring, gentle, trustworthy, a great bedside manner, compassion and passionate, he even has a sense of humor which really love & appreciate.   He is the real deal and has such a refreshing outlook on treating patients with such respect, dignity & grace	5	Under 10 minutes	TX	5	4.9	5
79	Aug 01, 2018	5	Interventional Cardiology	Dr. Stefano Sdringola-Maranga	Humble,	40	5	Listens to the patient, and has a calm easy demeanor.  Highly recommend him!	5	Under 10 minutes	TX	5	4.9	5
80	Jul 07, 2018	5	Interventional Cardiology	Dr. Stefano Sdringola-Maranga	Humble,	40	5	"If I could had more stars I would! 
I just don’t believe there is a better Cardiologist! 
True Care & Concern! 
Dr Sdringola-Maranga made sure I had the best Thoratic Surgeon & Electrophysiologist!
To Me the most important concern a heart patient should have? Are they receiving the very best! And I do! He takes his time & listens! 
He has last call on any medical condition that I may have. 
 "	5	Under 10 minutes	TX	5	4.9	5
81	Mar 24, 2018	5	Interventional Cardiology	Dr. Stefano Sdringola-Maranga	Humble,	40	5	He is the very best doctor I  ever had.  He always exhibits the best care, concern and interest in my health.	5	Under 10 minutes	TX	5	4.9	5
82	Dec 06, 2017	5	Interventional Cardiology	Dr. Stefano Sdringola-Maranga	Humble,	40	5	Great Dr. takes time to talk with you and make sure you understand everything	5	Under 10 minutes	TX	5	4.9	5
83	Dec 05, 2017	5	Interventional Cardiology	Dr. Stefano Sdringola-Maranga	Humble,	40	5	I have been a patient of Dr. Sdringola for many years. During all that time he has been an an unusually caring physician who has been an important source of encouragement in maintaining my cardiac health. I have been very impressed by his ability and knowledge during several cardio procedures and his availability whenever there is a problem or a question.	5	Under 10 minutes	TX	5	4.9	5
84	Apr 28, 2017	5	Interventional Cardiology	Dr. Stefano Sdringola-Maranga	Humble,	40	5	He is the best doctor that I have gone to.  In 2008 March 26th he and God saved my life.  I was just about gone until God used his hands to bring me back to earth.   I thank God and Dr. Sdringola . 	5	Under 10 minutes	TX	5	4.9	5
85	Apr 07, 2017	5	Interventional Cardiology	Dr. Stefano Sdringola-Maranga	Humble,	40	5	My husband has been a patient of Dr. Sdringola since 2006.  He has received wonderful care and caring.  Dr. Sdringola, in fact, insists that you text him with any issue you are concerned about.  Dr. Sdringola was the cardiologist on call in December 2006 when my husband had to have a stent.  We feel so fortunate that he was the doctor placed in our lives.	5	Under 10 minutes	TX	5	4.9	5
86	Mar 03, 2017	5	Interventional Cardiology	Dr. Stefano Sdringola-Maranga	Humble,	40	5	Dr. Sdringola-Maranga is not only the very best Cardiologist in the Houston area but the most caring and loving physician I have personally met. I have been a nurse for 34 years and I owe my life and my heart to this incredible doctor. He cares about each and every human being he touches. Since he has been caring for me he has literally cared for the whole me not just my cardiac issues. He always takes his time asks about my life and how I am caring for me. I would recommend him as the very best	5	Under 10 minutes	TX	5	4.9	5
87	Feb 16, 2017	5	Interventional Cardiology	Dr. Stefano Sdringola-Maranga	Humble,	40	5	"A true human being who care for the mankind.....a great doctor and a fun person to have as a trusted friend. I am very bless to be under his care as my cardiologist. He is always there to help and give you the best advise, he does what is necessary and does not put his patients through many unnecessary diagnostics and tests that cost a lot of money. I must thank you so very much for all his caring for me over the last 8 years. God bless you dr. Stefano....
Kindest personal regards, Ezat"	5	Under 10 minutes	TX	5	4.9	5
88	Feb 14, 2017	5	Interventional Cardiology	Dr. Stefano Sdringola-Maranga	Humble,	40	5	Dr. Sdringola is a compassionate, caring and well-mannered doctor. He had taken care of our 84 y.o. dad who had 6 blockages, 80% each. He was able to successfully placed 4 stents which not only gave our dad a second chance in life but also helped gained his strength back. Though it was a very risky stent placement due to location of blockages, he was able to maneuver it safely and successfully. He is a great cardiologist, honest, caring and God-fearing doctor. I would highly recommend him!	5	Under 10 minutes	TX	5	4.9	5
89	Jan 24, 2017	5	Interventional Cardiology	Dr. Stefano Sdringola-Maranga	Humble,	40	5	3 years ago I suffered a heart attack and was taken to Memorial Hermann and revive 3 times on the way to the Hospital where Dr. Sdringola took over and save my life. It turns out. I had 100% blocked on one of my arteries going to the heart. He later put in 3 Stents. These life saving event lead to the discovery of not only a great physician but one of the most compassionate human being I have ever come across. He is a total dedicated physician with lots of experience in interventional Cardiology	5	Under 10 minutes	TX	5	4.9	5
90	Jan 18, 2017	5	Interventional Cardiology	Dr. Stefano Sdringola-Maranga	Humble,	40	5	2007 transported to hospital with near 100% blockage at aorta,  received stint and placed in Sdringola's care.   Through dedicated practice from Dr. and patiently following instructions got back to highschool peak fitness at 59 years of age.   Dr encouraged continuously improving diet to more fruits and vegetables and less fat,  patient worked out in a boxing gym to gain fitness.   Today I spend two days a week doing 15 ea 3 minute rounds and have reduced my medications multiple times.  Teamwork	5	Under 10 minutes	TX	5	4.9	5
91	Nov 18, 2016	5	Interventional Cardiology	Dr. Stefano Sdringola-Maranga	Humble,	40	5	This man is the best! He has taken care of my 92 year old mother for years! He is now my doctor as well. He is very personable and caring. Spends whatever time it takes to listen to his patients and makes himself available to their needs. He is very honest and trusting and truly cares that his patients and their families understand and are involved in the care process. I believe he saved me from a near stroke! Grateful he is my doctor and in my city! Would recommend him highly!!!	5	Under 10 minutes	TX	5	4.9	5
92	Nov 13, 2016	5	Interventional Cardiology	Dr. Stefano Sdringola-Maranga	Humble,	40	5	As an RN trained (& worked) in the Texas Medical Center, my standards are very high. Dr. Sdringola is the best of the best. Not only does he explain things so they are easily understood by all, he is patient & a great listener. Dr. Sdringola cares about the whole person & has gone above & beyond my expectations time & time again. His staff is considerate, timely, and conscientious about our time. I cannot say enough about Dr. Sdringola, as a physician and human being. He is a rarity & a gift.	5	Under 10 minutes	TX	5	4.9	5
93	Nov 02, 2016	5	Interventional Cardiology	Dr. Stefano Sdringola-Maranga	Humble,	40	5	Dr. Sdringola has the best bed side manners, he listen to me, treats me like we are best friends, and when I'm in his office his full attention is on me. He is a very caring, friendly, passionate and professional Doctor.He really cares about his patients. He will go way and beyond to make sure his patients are will taking care of. and make sure you can reach him 24/7 a day, He is a awesome Cardiologist.To me he is the best in the world.I can honestly say that he saved my life two years ago	5	Under 10 minutes	TX	5	4.9	5
94	Oct 19, 2016	5	Interventional Cardiology	Dr. Stefano Sdringola-Maranga	Humble,	40	5	Dr. Sdringola is a very caring and compassionate Physician. He has treated me for the past 15 years. I have been very Bless to be his patient and under his care. I can always depend on him to keep me lifted and to make sure we are on the same page with my medical care, and that I'm doing everything as a patient to take of my self and well being. I can always depend on Dr. Sdringola to give me straight answers and very important advice. Thank you Dr. Stefano I couldn't do this without you. 	4	10 – 15 minutes	TX	5	4.9	5
