	review_date	knowledge_rating	specialty	doctor_name	city	review_count	scheduling_rating	review	staff_rating	wait_time	state	individual_rating	overall_rating	helpfulness_rating
10	Jun 08, 2017	5	Colorectal Surgery	Dr. Jean Knapps	Shenandoah,	5	5	One of the best doctors I have ever had. My situation was very rare and he was with me every step of the way. He went out of his was to get ahold of me and made sure I was doing okay. Also, he always tries to use the least invasive treatment first!	5	Under 10 minutes	TX	5	4.2	5
11	None	None	General Surgery	Dr. Alan Lumsden	Houston,	2	None	None	None	None	TX	None	5.0	None
12	Mar 30, 2019	4	General Surgery	Dr. Sherry Lim	Houston,	24	4	Dr. Lim and her staff did an outstanding job of counseling me, and then performing surgery to repair two hernias. The entire experience exceeded every expectation. The staff and facilities at Methodist Hospital in the medical center are also outstanding. I highly recommend Dr. Lim	4	10 – 15 minutes	TX	5	4.5	4
13	Jan 12, 2018	4	General Surgery	Dr. Sherry Lim	Houston,	24	4	Felt a little rushed   On the personal interactions, but froma surgery perspective I think she is very good and thorough and medical attention.	4	10 – 15 minutes	TX	4	4.5	4
14	Jun 03, 2017	4	General Surgery	Dr. Sherry Lim	Houston,	24	4	"Dr Lim was incredible to me after I was diagnosed with breast cancer. I was diagnosed in the RGV, and no medical doctor I went to would tell me what surgery and treatment options were available elsewhere. Once I met with her, I was inspired by her expertise, experience and knowledge. She was honest, forthright and explained all my options. She was supportive, humorous and awesome all the way through double mastectomy which was nipple sparing with full breast reconstruction. Terrifc results.
"	4	10 – 15 minutes	TX	5	4.5	4
15	Jan 18, 2017	4	General Surgery	Dr. Sherry Lim	Houston,	24	4	"Dr. Lim proformed 2 surguries on me. She is the sweetest surgeon and compassionate. If I ever need surgury I want Dr. Lim to perform it. And I would recommend Dr. Lim to any family or friends.
"	4	10 – 15 minutes	TX	5	4.5	4
16	Feb 23, 2016	4	General Surgery	Dr. Sherry Lim	Houston,	24	4	I have met a lot of doctors in my time, but have to say that Dr. Lim rates high on the best of the best. The open communication, bed side manner, at hospital before and after surgery. Follow up with me via phone instead of nurse. It was the royal treatment and i can only assume its like that for most her patients. Dr. Lim Thank you for helping me out when I was in the worst pain of my life as well as taking the tme to reach out to me regarding the incision. Healed Perfect & Tiny! Jess	4	10 – 15 minutes	TX	5	4.5	4
17	Jan 21, 2016	4	General Surgery	Dr. Sherry Lim	Houston,	24	4	As easy as possible.  Dr Lim is a wonderful surgeon. 	4	10 – 15 minutes	TX	5	4.5	4
18	May 23, 2019	5	General Surgery	Dr. Barbara Bass	Houston,	3	4	Dr. Bass was my breast cancer surgeon. I could not have asked for a more skilled or caring person. She is wonderful.	4	Under 10 minutes	TX	5	5.0	4
19	Jul 14, 2018	4	Vascular Surgery	Dr. Kourosh Keyhani	Houston,	22	4	I would have to say this is one if the best doctors I have been to. He is very caring and has shown great concerns for my vascular problems. I would recommend him to anyone with vascular needs. I have already recommended him to family.	4	10 – 15 minutes	TX	5	4.1	4
20	Jul 13, 2018	4	Vascular Surgery	Dr. Kourosh Keyhani	Houston,	22	4	Dr. Keyhani has been my doctor for many years. I could not have found a better doctor . He is one of the best when it comes to treating my veins.	4	10 – 15 minutes	TX	5	4.1	4
21	Jun 16, 2018	4	Vascular Surgery	Dr. Kourosh Keyhani	Houston,	22	4	I went in for a consult and waited in the lobby for about 5 minutes before being called back to a room. The assistant who took me back was very kind, I didn't wait long in the room before the doctor came in, this is not something you find in every office. The doctor explained everything with details and was very patient with me. Highly recommend this doctor to anyone who has a vascular concern.	4	10 – 15 minutes	TX	5	4.1	4
22	May 03, 2018	4	Vascular Surgery	Dr. Kourosh Keyhani	Houston,	22	4	every one here seem very helpful and efficient , polite and sharp. I have made more than 100 appointments between me and my wife this was my best experience of all by far	4	10 – 15 minutes	TX	5	4.1	4
23	May 03, 2018	4	Vascular Surgery	Dr. Kourosh Keyhani	Houston,	22	4	Great doctor, very nice, excellent bedside manners. 	4	10 – 15 minutes	TX	5	4.1	4
24	None	None	General Surgery	Dr. Tam Huynh	Houston,	1	None	None	None	None	TX	None	5.0	None
25	None	None	General Surgery	Dr. Abigail Caudle	Houston,	2	None	None	None	None	TX	None	5.0	None
26	Jun 01, 2019	5	Dermatology	Dr. Leonard Goldberg	Houston,	182 Reviews	5	wonderful staff, nurses and drs	5	Under 10 minutes	TX	5	4.9	5
27	Jun 01, 2019	5	Dermatology	Dr. Leonard Goldberg	Houston,	182 Reviews	5	made me feel relaxed and trusting	5	Under 10 minutes	TX	5	4.9	5
28	May 31, 2019	5	Dermatology	Dr. Leonard Goldberg	Houston,	182 Reviews	5	staff was awesome	5	Under 10 minutes	TX	5	4.9	5
29	May 31, 2019	5	Dermatology	Dr. Leonard Goldberg	Houston,	182 Reviews	5	Mohs surgery on my forehead was relatively uneventful.  Far quicker that I thought and pain was very tolerable.	5	Under 10 minutes	TX	5	4.9	5
30	May 31, 2019	5	Dermatology	Dr. Leonard Goldberg	Houston,	182 Reviews	5	excellent in every way	5	Under 10 minutes	TX	5	4.9	5
31	May 30, 2019	5	Dermatology	Dr. Leonard Goldberg	Houston,	182 Reviews	5	Dr. Goldberg is the most wonderful doctor I have ever met. His staff is very friendly. He took very good care of my mother and kept us posted on what he was doing. Very good doctor.	5	Under 10 minutes	TX	5	4.9	5
32	May 29, 2019	5	Dermatology	Dr. Leonard Goldberg	Houston,	182 Reviews	5	I was putting off and dreading surgery and it went so well and was so easy.  I should have seen Dr. Goldberg years ago.  Thank you, Dr. Goldberg!	5	Under 10 minutes	TX	5	4.9	5
33	May 29, 2019	5	Dermatology	Dr. Leonard Goldberg	Houston,	182 Reviews	5	friendly great dr nurses good location five stars	5	Under 10 minutes	TX	5	4.9	5
34	May 28, 2019	5	Dermatology	Dr. Leonard Goldberg	Houston,	182 Reviews	5	The appointment went well and the staff is all very friendly.	5	Under 10 minutes	TX	5	4.9	5
35	May 28, 2019	5	Dermatology	Dr. Leonard Goldberg	Houston,	182 Reviews	5	Pleasant experience	5	Under 10 minutes	TX	5	4.9	5
36	May 28, 2019	5	Dermatology	Dr. Leonard Goldberg	Houston,	182 Reviews	5	excellent manners with patient.	5	Under 10 minutes	TX	5	4.9	5
37	May 25, 2019	5	Dermatology	Dr. Leonard Goldberg	Houston,	182 Reviews	5	Great!	5	Under 10 minutes	TX	5	4.9	5
38	May 24, 2019	5	Dermatology	Dr. Leonard Goldberg	Houston,	182 Reviews	5	Easy experience all around and the staff was great.	5	Under 10 minutes	TX	5	4.9	5
39	May 24, 2019	5	Dermatology	Dr. Leonard Goldberg	Houston,	182 Reviews	5	painless and timely	5	Under 10 minutes	TX	5	4.9	5
40	May 24, 2019	5	Dermatology	Dr. Leonard Goldberg	Houston,	182 Reviews	5	Definitely made me feel comfortable, could have explained better but ultimately a much better experience than i was expecting wtih skin cancer removal...	5	Under 10 minutes	TX	5	4.9	5
41	May 24, 2019	5	Dermatology	Dr. Leonard Goldberg	Houston,	182 Reviews	5	Always a good visit. Dr. Goldberg has been treating our family for years.	5	Under 10 minutes	TX	5	4.9	5
42	May 24, 2019	5	Dermatology	Dr. Leonard Goldberg	Houston,	182 Reviews	5	great provider	5	Under 10 minutes	TX	5	4.9	5
43	May 24, 2019	5	Dermatology	Dr. Leonard Goldberg	Houston,	182 Reviews	5	Could not have been better.	5	Under 10 minutes	TX	5	4.9	5
44	May 24, 2019	5	Dermatology	Dr. Leonard Goldberg	Houston,	182 Reviews	5	dr goldberg is a wonderful doctor him and his team made my experience the best possible i love these guys highly reccomend	5	Under 10 minutes	TX	5	4.9	5
45	May 24, 2019	5	Dermatology	Dr. Leonard Goldberg	Houston,	182 Reviews	5	"thanks for such good care.  







delighted to have visit with Dr. Goldberg and staff."	5	Under 10 minutes	TX	5	4.9	5
46	Feb 27, 2019	4	Vascular Surgery	Dr. Arash Keyhani	Houston,	14	4	Be ready to wait 45 minutes to an hour. Without fail. Even for a follow up. The office should really consider the wait time patients have to go through and be more organized with the time.	4	16 – 30 minutes	TX	3	4.0	4
47	Jul 13, 2018	4	Vascular Surgery	Dr. Arash Keyhani	Houston,	14	4	Dr. Keyhani has been my doctor for many years. I could not have found a better doctor . He is one of the best when it comes to treating my veins.	4	16 – 30 minutes	TX	5	4.0	4
48	Jun 16, 2018	4	Vascular Surgery	Dr. Arash Keyhani	Houston,	14	4	Highly recommend Dr. Keyhani. Very good doctor. 	4	16 – 30 minutes	TX	5	4.0	4
49	Sep 23, 2017	4	Vascular Surgery	Dr. Arash Keyhani	Houston,	14	4	Dr Keyhani literally saved my father's life and gave us hope for a full recovery.  My father had an abdominal aortic aneurysm that ruptured.  Dr Keyhani performed surgery to stint the aneurism.  He got to the hospital quickly, was professional, caring, and exceptional!  I am forever grateful!	4	16 – 30 minutes	TX	5	4.0	4
50	Mar 09, 2017	4	Vascular Surgery	Dr. Arash Keyhani	Houston,	14	4	"Arrived 30 minutes early for 1:40 appt.  Told he was running late, would be in at 2:00. I was 2nd patient to see.  This was fine.
HOWEVER, I was called into ""room"" at 2:40--freezing cold x-ray room (no x-rays needed) to wait until 3:20 when he came in. 5 minute ""exam"" was: ask me 3 questions, check my pulse, tell me wear compression hose 6 weeks & return. Medicare and I paid hefty sum. I could have had better medical service from bag of M&M's. Are there exam rooms???  No medical service=0 stars!"	4	16 – 30 minutes	TX	1	4.0	4
51	Dec 31, 2015	5	General Surgery	Dr. Priscilla McAuliffe	Houston,	4	5	After being diagnosed with breast cancer, Dr. McAuliffe was thorough, kind and answered all of my questions and concerns.	5	Under 10 minutes	TX	5	5.0	5
52	Apr 06, 2019	4	Colorectal Surgery	Dr. Michael Snyder	Houston,	19	4	5 months after my surgery Dr Snyder finally released me.  Up till then he had me return every 2 weeks and never did decide what was wrong.  I'm worse off now than before  my surgery.  I would not recommend Dr. Snyder to anyone.	4	16 – 30 minutes	TX	1	3.7	4
53	May 28, 2017	4	Colorectal Surgery	Dr. Michael Snyder	Houston,	19	4	Absolutley wonderful and very knowledgeable about pilonidal cysts 	4	16 – 30 minutes	TX	5	3.7	4
54	May 27, 2017	4	Colorectal Surgery	Dr. Michael Snyder	Houston,	19	4	This doctor is a kind and gentle man.  If you're going to have colorectal surgery or a colonoscopy, he is the doctor to have 	4	16 – 30 minutes	TX	5	3.7	4
55	Mar 17, 2017	4	Colorectal Surgery	Dr. Michael Snyder	Houston,	19	4	Dr. Snyder performed the removal of my pilonidal abcess. He is an amazing, caring, and talented professional. I would recommend him to anyone.	4	16 – 30 minutes	TX	5	3.7	4
56	Mar 04, 2017	4	Colorectal Surgery	Dr. Michael Snyder	Houston,	19	4	"Colonoscopy:  Not necessarilly a fun time.

Dr Snyder (and the excellent team around him):  Highly professional, skilled, organized and friendly. 

Outstanding medicine and service


"	4	16 – 30 minutes	TX	5	3.7	4
57	Aug 17, 2016	4	Colorectal Surgery	Dr. Michael Snyder	Houston,	19	4	Dr. Snyder has poor bedside manner in that he made no conversation what so ever before he examined a very private part of my body.  When I asked a question he spoke in a condescending fashion using a curt tone of voice and highly scientific words.  He appeared to be upset that had asked the question in the first place.  	4	16 – 30 minutes	TX	1	3.7	4
58	Apr 30, 2016	4	Colorectal Surgery	Dr. Michael Snyder	Houston,	19	4	Good Dr. Understands difficulty of issues you live with post cancer treatment 	4	16 – 30 minutes	TX	4	3.7	4
59	Aug 09, 2018	4	Cardiothoracic Surgery	Dr. David Ott	Houston,	13 Reviews	4	I had a consultation with this Doctor. He was angry because he felt my problem didn't require surgery. He was insulting, demeaning, arrogant and rude. This jerk has his clinic staff scared to death of him. He is such a bad example of a caring physician that it is certainly possible that this hospitals low ratings may all rest on his arrogant shoulders. 	4	10 – 15 minutes	TX	1	3.9	3
60	Feb 07, 2018	4	Cardiothoracic Surgery	Dr. David Ott	Houston,	13 Reviews	4	"Dr. Ott was very rude, inconsiderate and made it clear he had no intention of listening to anything we had to ask or say, like we were wasting his time. He walked out while I was speaking to him! What a waste of our valuable time and money to come from out of town to be treated with this kind of disrespect..
Find another doctor, he’s not the only one."	4	10 – 15 minutes	TX	1	3.9	3
61	Apr 14, 2017	4	Cardiothoracic Surgery	Dr. David Ott	Houston,	13 Reviews	4	Dr. Ott replaced a heart valve for me last year, but it was defective.  I had to have it replaced again this year.  Plus I got endocarditis following surgery and had no risk factors or evidence of endocarditis prior to my surgery. Comparing the scar from this year's surgery to the surgery by Dr. Ott is no comparison - Dr. Ott's was must larger and inferior.  He also left the pericardium open after surgery; in my latest surgery it was closed.  Do yourself a favor and find another surgeon	4	10 – 15 minutes	TX	1	3.9	3
62	Jan 05, 2016	4	Cardiothoracic Surgery	Dr. David Ott	Houston,	13 Reviews	4	Great, first meeting talk was enlightening. Surgery by Dr. Ott, the best. Follow up at bedside with his staff members often but understandably fast, he's a busy man. Total overall experience with Dr. Ott and his staff, couldn't ask for better.	4	10 – 15 minutes	TX	5	3.9	3
63	Jun 20, 2017	4	General Surgery	Dr. Vadim Sherman	Houston,	8	4	Dr. Sherman is the best!  He has a great bedside manner.  He takes the time to explain everything thoroughly and answer all your questions.  My surgery experience was great, and follow ups have been quick and easy.  I would definitely recommend him!	4	16 – 30 minutes	TX	5	4.0	4
64	Jan 06, 2017	5	Cardiothoracic Surgery	Dr. Reza Mehran	Houston,	11 Reviews	5	"Esophageal cancer survivor thanks to Dr. Mehran.  He is an amazing doctor and surgeon. I feel very fortunate to have had him as my surgeon.  Quiet, calm , confident and skilled.


"	5	10 – 15 minutes	TX	5	5.0	5
65	Feb 19, 2016	5	Cardiothoracic Surgery	Dr. Reza Mehran	Houston,	11 Reviews	5	"After being diagnosed with EC, I was referred to Dr. Mehran.
His confidence in me and my ability to beat this cancer was just what I needed. I was no longer afraid. He gave me hope from that first moment.
His competency and compassion are unsurpassed. I am alive today and living a normal life because of Dr. Mehran."	5	10 – 15 minutes	TX	5	5.0	5
66	Jan 25, 2016	5	Cardiothoracic Surgery	Dr. Reza Mehran	Houston,	11 Reviews	5	"Dr. Mehran was the first doctor I met when I arrived at M D Anderson in November 2013 with a diagnosis of esophageal cancer.  His quiet assurance that they would treat me and send me home to live the rest of my life calmed my fears immediately.  I trusted him totally.  At the end of treatment and surgery, I did just that...went home to live the rest of my life.  This brilliant, compassionate, kind man saved my life.
"	5	10 – 15 minutes	TX	5	5.0	5
67	Apr 18, 2019	3	Colorectal Surgery	Dr. H Bailey	Houston,	13	4	"I am surprised that this doctor has ANY positive reviews.  I wonder if he has his staff post fake ones.  He was rude and seemed to blame me for having hemorrhoids.  He had successfully repaired a fissure years earlier and even though he had no bedside manner, I was happy with the results.  This year he was more rude and I left in tears thinking I would need to live with the pain.  It took courage to see another surgeon in his office who was great
and did a remarkable job.  I am now pain free!
"	3	16 – 30 minutes	TX	1	3.2	3
68	May 01, 2018	3	Colorectal Surgery	Dr. H Bailey	Houston,	13	4	Very experienced surgeon, you can rest assured you’re in good hands.	3	16 – 30 minutes	TX	5	3.2	3
69	May 26, 2016	3	Colorectal Surgery	Dr. H Bailey	Houston,	13	4	I used Dr. Bailey years ago for surgey for severe Chron's disease.  I had to have surgery and I found Dr Baily to be sensitive to my needs and my fear.  He was always available to ask questions to listen to me.  He treated me as an individual and not Just another patient.  I can't say enough good things about him as a surgeon and a person,	3	16 – 30 minutes	TX	5	3.2	3
70	Dec 16, 2016	3	General Surgery	Dr. Edward Withers	Houston,	12	3	HORRIBLE DOCTOR. HE BOTCHED MY BODY AND WON'T RETURN THE MONEY THAT I PAID FOR THE SURGERY. WHAT I PAID FOR HE DIDN'T EVEN DO HE ONLY DID WHAT MY INSURANCE COVERED. 	3	10 – 15 minutes	TX	1	2.8	3
71	Jun 10, 2016	3	General Surgery	Dr. Edward Withers	Houston,	12	3	"Dr Withers and his staff are easiest to understand. Dr. Withers walks thru each step.  At first as many people I was a little concerned, but after being in the office was excited after I left.. With the great method of pain control I have very little pain or discomfort.  My surgery was the middle of may and I feel great and have heal so quickly.  My husband loves the outcome of the tummy tuck and breast reduction.  I love the groups encouragement even afterward.    
BD"	3	10 – 15 minutes	TX	5	2.8	3
72	Jan 01, 2016	4	General Surgery	Dr. Jean Bismuth	Houston,	3	3	I had a large blockage in my descending Aorta that affected my ability to walk or do anything that required using my hip or leg muscles. I had 2 stents placed in my Aorta and Dr.Bismuth was amazing. I found him to be down to earth, easy to talk to and completely understanding. 	4	16 – 30 minutes	TX	5	5.0	4
73	Nov 19, 2016	5	Urology	Dr. John Ward III	Houston,	3	4	Incredible attention to detail, patient, knowledgable and a true expert in his field.	5	31 – 45 minutes	TX	5	5.0	5
74	Feb 23, 2019	5	General Surgery	Dr. Ervin Brown	Houston,	3	5	Had a port implanted at MD Anderson. Dr Brown was my surgeon. Great experience. He explained the procedure and risks. All went well and he didn’t put me all the way under - my choice - his singing was amazing and everyone joined in on Sweet Caroline. 	5	Under 10 minutes	TX	5	5.0	5
75	Jul 20, 2017	5	General Surgery	Dr. Ervin Brown	Houston,	3	5	Great experience start to finish held up surgery in order to follow up on a question he found in my file even though everyone else signed of on surgery, he is detailed oreintated. Would highly recommend, and the finish touch his music. 	5	Under 10 minutes	TX	5	5.0	5
76	Apr 04, 2017	5	General Surgery	Dr. Ervin Brown	Houston,	3	5	"Outstanding Surgeon. I had a wonderful experience which happened once in a lifetime. Doctor, who singing in a surgery with a ""opera voice"" - is a fantastic and one of a kind. Also surgery went so smooth, nurses and other staff was very helpful. I do highly recommend Dr. Ervin Brown and his staff. 
       Larisa Rogers."	5	Under 10 minutes	TX	5	5.0	5
77	Oct 22, 2017	3	General Surgery	Dr. Wade Rosenberg	Houston,	24	4	This man saved my life.  I'd have been dead by now.  The absolute best.  Thank you Sir	3	16 – 30 minutes	TX	5	3.1	3
78	Aug 15, 2017	3	General Surgery	Dr. Wade Rosenberg	Houston,	24	4	I recently had a small intestine resection performed by Dr. Rosenberg. It was a fairly rare and difficult case and Dr Rosenberg and his staff were phenomenal. I would highly recommend this Gifted Surgeon to any family or friend. His support staff including Mrs. Janet , Corey and the Residents were always there for me with great knowledge and compassion. I will always be indebted to these fine people for all they did for me. Thank you, Wayne 	3	16 – 30 minutes	TX	5	3.1	3
79	Jul 24, 2017	3	General Surgery	Dr. Wade Rosenberg	Houston,	24	4	Dr. Rosenberg is a highly skilled surgeon. He saved my mom's life with a very complicated Whipple surgery for pancreatic cancer giving us another wonderful 1.5 years of joy, fun, laughter and shopping at 88 yrs old!!!  Do not confuse mastery of surgical skills with office staff, or friendliness, etc. He is a skilled respected surgeon with dry sense of humor. This surgery is normally 5 hrs long. He did it in 2 hours & mom was shopping 3 weeks later. Thanks you Dr Rosenberg. I am forever grateful!	3	16 – 30 minutes	TX	5	3.1	3
80	Nov 21, 2016	3	General Surgery	Dr. Wade Rosenberg	Houston,	24	4	"IN A LEAGUE OF HIS OWN!!!!!
 I had a whipple procedure almost 7 years ago and never had any complications what-so-ever.  This was a major surgery done by a very experienced surgeon.  So glad my gastrointestinal doctor, Dr. Ertan,  recommended him for my surgery.  Dr. Ertan greatly believed in him and I understand why.  I was very fortunate to have him to perform this surgery."	3	16 – 30 minutes	TX	5	3.1	3
81	Jul 24, 2016	3	General Surgery	Dr. Wade Rosenberg	Houston,	24	4	"I strongly disagree with some of the ratings of Dr. Rosenberg. He is a very focused and serious surgeon.I have talked to many personnel at Houston Methodist. He is very well respected. I will admit he is not ""warm and fuzzy"". But another physician told me he is the best surgeon  at Houston Methodist (the top hospital in Texas) for complex surgeries. Also, beneath a very reserved persona I have found him to have a dry sense of humor. "	3	16 – 30 minutes	TX	5	3.1	3
82	Apr 05, 2016	3	General Surgery	Dr. Wade Rosenberg	Houston,	24	4	 Went to his office and was sent for ct scan at methodist hospital. Called his office next morning and his staff was extremely rude, told me he wouldnt have test results back for 3 days. Ended up going to emer room and that doc got my ct scan right away. Dr. Called me tonight after 8pm,2wks later wanting to follow up. What Doc is so busy that he would be so unprofessional. If you dont want to take care of a persons needs why accept new patients. The whole offce was a joke and waste of time.	3	16 – 30 minutes	TX	1	3.1	3
83	Mar 25, 2016	3	General Surgery	Dr. Wade Rosenberg	Houston,	24	4	I cannot answer questions because he will never call me back to explain test results Have called 8 times the week following my test and still have not been able to get results from my test.  The office puts you on hold forever, disconnects you then will not return your call.  When calling the 10th time to request results, I was told by the answering service the office was closed and would not return until the following week.  This is rude, unprofessional and very inconsiderate of a patient. 	3	16 – 30 minutes	TX	1	3.1	3
84	Apr 01, 2017	4	General Surgery	Dr. James Wallace	Houston,	13	4	Dr. Wallace performed my Sigmoid colon resectioning in 2012.  After a new bout of intestinal issues and fear of another surgery Dr. Wallace immediately treated my symptoms, got me back to normal and on my feet WITH NO SURGERY. His bedside manner is calm, sympathetic and very kind.  I trust him with my life.	4	10 – 15 minutes	TX	5	4.4	4
85	Aug 05, 2016	4	General Surgery	Dr. James Wallace	Houston,	13	4	I would highly recommend Dr wallace. He went above and beyond for me regarding my surgery. 	4	10 – 15 minutes	TX	5	4.4	4
86	Feb 06, 2016	4	General Surgery	Dr. James Wallace	Houston,	13	4	Great bedside manner.	4	10 – 15 minutes	TX	5	4.4	4
87	Feb 11, 2019	5	Cardiothoracic Surgery	Dr. George Letsou	Houston,	3	3	I have the utmost confidence in his ability. After performing my rare surgical procedure, a doctor working with Dr Letsou said that what he did was a work of art.	3	10 – 15 minutes	TX	5	3.7	5
88	Dec 07, 2018	5	Cardiothoracic Surgery	Dr. George Letsou	Houston,	3	3	"his office does not want to follow thru with after care  from surgery in a timely manner    and the Dr.  rescheduled the surgery 3 times before it was actually done
"	3	10 – 15 minutes	TX	1	3.7	5
89	Feb 02, 2016	5	Cardiothoracic Surgery	Dr. Puja Gaur	Houston,	2 Reviews	5	As a surgeon Dr Gaur and her staff were excellent.  She listens to your needs.	5	10 – 15 minutes	TX	5	5.0	5
90	Aug 30, 2016	5	General Surgery	Dr. Boris Sepesi	Houston,	2	5	Thoroughly explained my cancer type all treatment considerations his recommendation for type location and size of my mass. Ask me what I thought I wanted to do and discussed pros and cons of all approaches. He allowed me time to digest the information and seemed not to be in a rush. The surgery an open sternotomy went amazingly well. I had ZERO pain because of the block he gave me. I was able to walk cough and deep breath with ZERO pain. I went home on post op day 3. Incision healed beautifully.	5	Under 10 minutes	TX	5	5.0	5
91	May 18, 2019	5	General Surgery	Dr. George Chang	Houston,	3	4	He was great. Gentle reassuring. I give him 5 stars. Yes, I will recommend him.	5	16 – 30 minutes	TX	5	5.0	5
92	Mar 12, 2018	5	General Surgery	Dr. George Chang	Houston,	3	4	Dr Chang is thorough,, professional, smart, and takes time to explain your options and outcome possibilities in an understandable way. He has a perfect blend of science, experience  and bedside manner that makes you comfortable and trusting of his analysis and recommendations.	5	16 – 30 minutes	TX	5	5.0	5
93	Sep 30, 2017	5	Head & Neck Surgical Oncology	Dr. Michael Kupferman	Houston,	7	5	Dr Kupferman is my son's surgeon/doctor. He is the Best!  He and his Staff have been so helpful in carefully explaining my son's cancer condition!  Surgery in May 2017 was very successful and Dr Kupferman seemed just as excited as we were of the results. He is such a caring physician. 	5	10 – 15 minutes	TX	5	5.0	5
94	Jun 17, 2016	4	General Surgery	Dr. Elegy Etter II	Houston,	11	4	Dr. Etter is so professional and trustworthy. When I found out I had to have surgery, I was in Indianapolis working for my job. I did not know the surgeon there or their quality of services. I immediately informed the hospital surgical team that I am going to fly back to Houston and have Dr. Etter perform my surgery. I worked with Dr. Etter as a scrub technician and I can truly say that he is very skillful, thorough, and great bedside manners with his patients.	4	10 – 15 minutes	TX	5	4.3	4
95	Feb 04, 2016	4	General Surgery	Dr. Elegy Etter II	Houston,	11	4	Dr.Etter is an physician, he has a bed side manner that is heaven sent. He is also compassionate and cares about his patients and he gets very familiar with your health concerns. I will trust him in any of my health concerns.	4	10 – 15 minutes	TX	5	4.3	4
96	None	None	General Surgery	Dr. Brian Bruckner	Houston,	1	None	None	None	None	TX	None	5.0	None
97	May 28, 2019	5	General Surgery	Dr. Patrick Duffy	Houston,	39	5	Excellent.  Listens to what you have to say and addresses all your concerns.	5	Under 10 minutes	TX	5	5.0	5
98	Mar 13, 2019	5	General Surgery	Dr. Patrick Duffy	Houston,	39	5	This is the third opinion I am seeking for my condition. Dr. Duffy is determined to get to the bottom of my illness, very thorough in explanation of all options and test that are needed.  	5	Under 10 minutes	TX	5	5.0	5
